date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:49:34	24056/24056	---M--	200	added ('OK')	application/octet-stream	etag:%2263bc3980-5df8%22	https://get-tvidler.com/fonts/montserrat/montserrat-extralight-webfont.woff2	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-extralight-webfont.woff2	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:34	30856/30856	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263bc3980-7888%22	https://get-tvidler.com/fonts/montserrat/montserrat-extralight-webfont.woff	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-extralight-webfont.woff	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:34	22064/22064	---M--	200	added ('OK')	application/octet-stream	etag:%2263bc3980-5630%22	https://get-tvidler.com/fonts/montserrat/montserrat-thin-webfont.woff2	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-thin-webfont.woff2	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:34	28372/28372	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263bc3980-6ed4%22	https://get-tvidler.com/fonts/montserrat/montserrat-thin-webfont.woff	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-thin-webfont.woff	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:35	12534/12534	---M--	200	added ('OK')	image/png	etag:%2263bc3982-30f6%22	https://get-tvidler.com/theme/images/warranty2.png	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/warranty2.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:35	8960/8960	---M--	200	added ('OK')	image/png	etag:%2263bc3982-2300%22	https://get-tvidler.com/theme/images/red-arrow-right.png	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/red-arrow-right.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:35	3335/3335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-d07%22	https://get-tvidler.com/theme/images/spinner-1s-200px.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/spinner-1s-200px.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:35	2251/2251	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-8cb%22	https://get-tvidler.com/theme/images/klarna/klarna.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/klarna/klarna.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:36	1853/1853	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3980-73d%22	https://get-tvidler.com/images/extra/badge-green.svg	C:/pro1/Test/EarPro/get-tvidler.com/images/extra/badge-green.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:36	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2012:49:35%20GMT	https://get-tvidler.com/theme/images/ico-phone.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/ico-phone.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:36	2429/2429	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3980-97d%22	https://get-tvidler.com/images/extra/badge.svg	C:/pro1/Test/EarPro/get-tvidler.com/images/extra/badge.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:36	1384/1384	---M--	200	added ('OK')	image/png	etag:%2263bc3982-568%22	https://get-tvidler.com/theme/instant-translator/order-warranty/images/ico-checlist.png	C:/pro1/Test/EarPro/get-tvidler.com/theme/instant-translator/order-warranty/images/ico-checlist.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:36	3176/3176	---M--	200	added ('OK')	image/png	etag:%2263bc3982-c68%22	https://get-tvidler.com/theme/instant-translator/order-warranty/images/ico-cancel.png	C:/pro1/Test/EarPro/get-tvidler.com/theme/instant-translator/order-warranty/images/ico-cancel.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:37	744/744	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-2e8%22	https://get-tvidler.com/theme/images/ico-down.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/ico-down.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:37	441/441	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-1b9%22	https://get-tvidler.com/theme/images/bg-tach-b.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/bg-tach-b.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:37	1306/1306	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-51a%22	https://get-tvidler.com/theme/images/bg-tech.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/bg-tech.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:37	4241/4241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-1091%22	https://get-tvidler.com/theme/images/ico-r.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/ico-r.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:37	4248/4248	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-1098%22	https://get-tvidler.com/theme/images/ico-d.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/ico-d.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:38	9932/9932	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-26cc%22	https://get-tvidler.com/theme/images/ico-rr.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/ico-rr.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:38	403/403	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263bc3982-193%22	https://get-tvidler.com/theme/images/ico-play.svg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/ico-play.svg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:38	122384/122384	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3982-1de10%22	https://get-tvidler.com/theme/images/bg-acts.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/bg-acts.jpg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:38	149428/149428	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3982-247b4%22	https://get-tvidler.com/theme/images/bg-acts-m@2x.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/bg-acts-m@2x.jpg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:39	399137/399137	---M--	200	added ('OK')	image/jpeg	etag:%2263bc3982-61721%22	https://get-tvidler.com/theme/images/bg-acts@2x.jpg	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/bg-acts@2x.jpg	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:39	160318/160318	---M--	200	added ('OK')	image/png	etag:%2263bc3982-2723e%22	https://get-tvidler.com/theme/images/bg-apps.png	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/bg-apps.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:39	620222/620222	---M--	200	added ('OK')	image/png	etag:%2263bc3982-976be%22	https://get-tvidler.com/theme/images/bg-apps@2x.png	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/bg-apps@2x.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
